"Id","ProjName","CommitSha","FileName","BDiffScoreA","GitScoreA","ldiffScoreA","GumTreeScoreA","GPTScoreA","QwenA","CommentA","BDiffScoreB","GitScoreB","ldiffScoreB","GumTreeScoreB","GPTScoreB","QwenB","CommentB","Type","nEdits"
"166","keras","e2359453d355c988e2301fe9bd6891c1efb5c0d1","models.py","6","4","5","1","6","1","","6","4","6","3","4","1","","Non-block","2"
"167","keras","e5844deadccf77aef650b6af263453a2e2d83e09","advanced_activations.py","6","4","5","5","6","1","","6","4","5","3","4","1","","Non-block","12"
"168","keras","e5844deadccf77aef650b6af263453a2e2d83e09","cifar10.py","6","4","5","1","6","2","","5","4","5","3","4","1","","Non-block","4"
"169","pyxel","4265f35b9f00a9585d9bbde2ee292a61c73cd6ad","setup.py","6","4","5","1","6","6","","6","4","5","3","4","1","","Non-block","2"
"170","pyxel","92aac54b2b829fbad04b9aff66277a198e6266a5","test.py","5","5","5","2","5","2","","6","5","6","3","4","1","","Non-block","10"
"171","pyxel","f57563cde5ea0af4e5bfa49338444e46c34fee90","__init__.py","6","5","5","5","6","1","","5","6","5","3","4","1","","Non-block","147"
"172","requests","433452f9f147ce14dae0389c46a2f35ea4be9e30","setup.py","6","4","4","1","6","2","","6","4","5","3","4","1","","Non-block","3"
"173","requests","4a3f55997bc73d9ff8312cfae68a028728b49f66","test_requests.py","6","6","6","3","6","3","","6","6","5","3","4","1","","Non-block","40"
"174","requests","d8b19573f38aa84db95a7e4d1f1c0a2fa26517eb","core.py","6","5","5","5","5","5","","6","5","5","3","4","1","","Non-block","57"
"175","scikit-learn","0b3f121eff244af593c9ef1107ca55be89832c14","selection.py","6","5","5","2","5","5","这个merge的判别是不是涉及语义啊，几行代码在语义上合并为同样语义的一行代码","5","5","5","3","4","1","","Non-block","3"
"176","scikit-learn","6bd1582e0aa3caa56dd16e1f93575abfeb7ee4d1","__init__.py","6","6","6","2","6","1","","6","6","5","3","4","1","","Non-block","8"
"177","scikit-learn","75b6c2b1b25212a408aeef22925f3c756faeb56a","rbf.py","6","4","5","1","5","1","","6","4","6","3","4","1","","Non-block","4"
"178","scikit-learn","bbf65a1fc91fa78d64bebd689ff3176b2355edd1","setup_ga.py","6","4","5","1","5","1","","6","4","5","3","4","1","","Non-block","4"
"179","textual","cb76022ccc5df8e0dfd3707ea33150aa0484a770","driver.py","6","4","5","1","6","2","","6","4","5","3","4","1","","Non-block","14"
"180","textual","e29bbbe1f57d93c8854daaaa0a51b9626f287b7d","view.py","6","6","5","1","6","1","","6","6","5","3","4","1","","Non-block","10"
"181","textual","c3d0020fed9c2e99982330809fa85d1f9967c196","message_pump.py","6","4","6","6","3","1","","6","6","6","6","3","1","","Block","2"
"182","signal-server","96435648d310916bf866443823c053dfa2b083e0","TwilioSmsSender.java","5","5","4","4","4","3","","6","5","5","4","4","4","","Block","46"
"183","spring-cloud-alibaba","d1fd1f0e2fee6fe26eb10af5330e7e965bc438f4","pom.xml","6","4","5","5","6","2","","6","5","5","5","5","2","","Block","22"
"184","ansible","43f7dee2471d90e155bd8e0024855b6768e778c7","playbook.py","6","5","6","3","1","2","","6","5","6","3","1","4","","Non-block","133"
"185","magisk","5baa2e90691136f63a00b3033e0192bbc75e425e","list_item_module.xml","6","5","5","2","5","3","","6","5","5","5","5","5","","Block","39"
"186","textual","f41cbfd1b7eaff732c8b66c2310a843305d13332","widget.py","5","4","3","3","5","1","","6","4","4","3","5","1","","Block","37"
"187","spring-cloud-alibaba","d2fd77c2741382090fd2a8711168a392faa27bfd","pom.xml","6","6","6","6","6","4","","6","6","5","6","6","6","","Block","31"
"188","killbill","312ed8ce74f8a614634ba01e7effd3fc9ed13051","EngineModuleSqlMock.java","6","4","4","5","2","3","","6","6","5","5","2","3","","Block","18"
"189","magisk","41295e0c4dbd32c4366369b9fb93c8bb24fa9429","modules_fragment.xml","6","4","6","3","1","1","","6","4","6","3","1","1","","Block","92"
"190","elastic-search","7631b1383b2702d0cf844c49e54a2fb3794f3d52","IndexRoutingTable.java","6","5","6","5","2","4","","6","5","6","4","4","4","","Block","21"
"191","protobuf","b386c73c43037d2f51b713690ae7f293d2cd6f45","pom.xml","5","5","3","3","3","1","","6","3","3","3","3","1","","Block","62"
"192","ok-http","d9f5a075792d4064c62f96d0a411aa55f37e3cbd","RecordedRequest.java","6","4","5","5","6","1","","6","6","5","5","6","1","","Block","15"
"193","arthas","943935c251ad8ba6dd23faeb1c73cc66dea7b8d0","assembly.xml","5","3","4","6","4","1","","6","4","4","5","4","1","","Block","28"
"194","requests","32cc197a81502c30715c9e164006dce6debcd1bf","core.py","6","5","5","4","4","1","","6","5","5","3","4","1","","Block","66"
"195","zaproxy","7bfb86a0f55c6176da630d01e1197d3c69a7e5ad","HtmlParameter.java","6","4","6","4","5","1","","6","6","6","4","4","1","","Block","24"
"196","pyxel","89d89d324a723e73c24e253bf42372932342fa89","shaders.py","6","3","4","6","4","3","","6","4","4","4","3","3","","Block","7"
"197","magisk","fec1245811a256886105b459df5874547807c89b","strings.xml","6","4","4","4","4","1","","6","3","4","4","4","1","","Block","5"
"198","black","64aae0e57d7098bcb9b2cde1aa6aff3b3fd0fc0f","setup.py","6","3","6","4","5","1","","6","6","6","4","4","1","","Non-block","17"
"199","signal-server","ef1160eda850892a6cdf4eea705cd76058cef8c4","AccountController.java","5","3","4","4","4","2","","6","4","4","4","2","2","","Block","97"
"200","apache-commons-cli","04490af06faa8fd1be15da88172beb32218dd336","Option.java","6","5","5","4","1","1","","6","5","5","4","1","1","","Block","180"
"201","arthas","61e4467ac40aa10250eeb89b5ea4b715c7b245cb","pom.xml","6","4","5","4","4","2","","6","4","4","4","4","4","","Block","21"
"202","magisk","aa991b62f40f2f964f08373700e7c06a7ce0fe44","single_module_fragment.xml","6","4","4","3","2","2","","6","4","4","3","2","2","","Non-block","13"
"203","textual","91b7efa4a9ec54527083c7fdf760f605dfdf2424","app.py","6","4","4","3","4","1","","6","4","4","3","4","1","","Block","3"
"204","signal-server","ef1160eda850892a6cdf4eea705cd76058cef8c4","WhisperServerService.java","5","5","4","5","2","2","","6","5","5","5","2","2","","Block","20"
"205","textual","77d585652d8c7ed4e6e22f020420e820fbf1cfa3","_parser.py","6","4","5","4","5","1","","6","5","5","4","4","1","","Block","17"
"206","tensorflow","e1eae197f7039d2749dbf4fc65ce3d575973631f","camera_connection_fragment_tracking.xml","6","5","6","5","5","1","","6","4","6","5","6","1","","Block","6"
"207","apache-commons-cli","1060ee73965dc30d92afbad80525bd4cdabe9153","Option.java","6","6","4","6","1","1","","6","5","4","5","1","1","","Block","21"
"208","okhttp","e9d95f5b8ba5ee81d0ac53cbbbccf70cbf26679d","pom.xml","6","4","4","4","5","2","","6","3","4","3","3","2","","Block","6"
"209","ansible","78a254fc5201ef88e64a2505cceb46f6d72b7bf4","playbook.py","6","5","4","3","4","1","","6","5","6","3","4","1","","Block","17"
"210","magisk","91c6ae229e149dd93edada3c14fa2901853e7c25","strings.xml","6","4","4","4","4","2","","6","4","4","4","4","4","","Block","12"
"211","textual","e662cc7b3d2208a9824f5ff26bf91d6c9234d75e","view.py","6","3","6","6","6","1","","6","4","6","6","6","1","","Non-block","2"
"212","textual","f41cbfd1b7eaff732c8b66c2310a843305d13332","placeholder.py","4","4","6","4","5","1","","4","4","6","3","5","1","","Non-block","5"
"213","textual","f41cbfd1b7eaff732c8b66c2310a843305d13332","_timer.py","6","4","5","2","5","1","","6","4","5","2","5","1","","Non-block","2"
"214","textual","fbee25f81ead35534ef1c1ac6e75b24805279fe2","driver.py","6","3","4","4","5","1","","6","3","4","4","5","1","","Block","20"
"215","wagtail","1a7001c8b2a90585c37da286f17abb1c6c9d6136","search.py","6","5","6","6","6","1","","6","5","6","6","6","1","","Non-block","2"
"216","wagtail","3e52ae542bd09380d1048f3064603bd515cdf707","edit_handlers.py","6","4","5","4","6","1","","6","4","5","4","6","1","","Non-block","2"
"217","wagtail","46840b2c2f3d6546b9b6ec12cab561f361da2682","gravatar.py","6","4","6","4","5","1","","6","4","5","4","5","1","","Non-block","13"
"218","wagtail","939396767c447088c06d5233e5a431711cb21676","models.py","6","6","6","4","6","1","","6","6","6","4","6","1","","Non-block","7"
"219","wagtail","a2a580f0fe7a1354a109eb062b5393fbb330f508","account.py","6","6","5","4","1","1","","6","6","5","4","1","1","","Non-block","2"
"220","wagtail","cba8f851d72b80cd3c7b4dddcf97c32983ddb784","home.py","6","3","6","4","6","1","","6","3","6","4","6","1","","Non-block","2"
"221","arthas","0583674677e16481eb5a4d99ec682579696998ea","pom.xml","5","3","5","6","6","5","","5","3","5","6","6","5","","Non-block","5"
"222","arthas","784cfc5285591c94a5f78a2104ffbea459c305d2","pom.xml","6","3","5","5","6","1","","6","3","4","5","6","1","","Non-block","2"
"223","arthas","e7f5938234a4abc789362d8cbed824f1c40b0fc2","pom.xml","4","2","5","6","6","5","","4","2","5","6","6","5","","Non-block","6"
"224","flutter","390993d0701bb551bfc2072b31d08eafbe2a925c","AndroidManifest.xml","6","3","6","6","6","1","","6","3","6","5","6","1","","Non-block","2"
"225","flutter","46060fcf21a6e0977b35bcb0fcd483150cc5006b","AndroidManifest.xml","6","3","6","6","6","1","","6","3","6","6","6","1","","Non-block","4"
"226","magisk","11e1d04dd112b81c7b576a73372e6064383fcc8f","drawer.xml","6","3","6","4","5","2","","6","3","6","4","5","2","","Non-block","7"
"227","mall","390132d9e855a765cc5acd28b00393b43228300f","CmsSubjectCommentMapper.xml","5","2","6","6","4","1","","5","2","6","6","4","1","","Non-block","18"
"228","mall","390132d9e855a765cc5acd28b00393b43228300f","OmsOrderReturnApplyMapper.xml","4","3","4","5","6","1","这里认为bdiff没必要识别成copy","4","3","4","6","4","1","","Block","44"
"229","mall","390132d9e855a765cc5acd28b00393b43228300f","PmsProductCategoryAttributeRelationMapper.xml","6","3","6","6","6","1","","6","3","6","6","6","1","","Non-block","10"
"230","mall","390132d9e855a765cc5acd28b00393b43228300f","UmsIntegrationChangeHistoryMapper.xml","4","4","4","5","5","1","","4","3","5","5","5","1","","Non-block","18"
"231","mall","390132d9e855a765cc5acd28b00393b43228300f","UmsMemberMapper.xml","5","3","4","6","4","2","","5","2","4","6","4","2","","Non-block","32"
"232","mall","390132d9e855a765cc5acd28b00393b43228300f","UmsMemberReceiveAddressMapper.xml","4","4","5","6","4","1","","4","3","4","5","4","1","","Non-block","18"
"233","okhttp","66544feab64f1e53796d261c6820565a67425803","pom.xml","6","4","5","5","5","1","","6","4","6","6","5","1","","Non-block","2"
"234","okhttp","9ddc3d75de2b4ad83e2551c1d4dfc7fa5f4f3e56","pom.xml","5","5","6","5","6","2","","5","5","6","6","6","2","","Block","14"
"235","okhttp","b5d620096df90f39aff6cfdb4b072e93f55faeac","pom.xml","6","5","5","5","6","3","","6","5","6","5","6","3","","Non-block","5"
"236","okhttp","bd2cac58f3d20102ac99021d9b122c5180c93253","pom.xml","6","5","6","5","6","2","","6","5","6","6","6","2","","Non-block","2"
"237","okhttp","c9d183636ded71b78b1de25839c2f953785f3fa6","pom.xml","6","5","5","5","6","1","","6","5","6","6","5","1","","Non-block","2"
"238","okhttp","d49ddf3414bc73ad84f4c5e72c0ace5f8512b361","pom.xml","6","5","6","6","6","1","","6","4","4","6","6","1","","Non-block","2"
"239","protobuf","7d075a44c14f82725c0327605f81ba081c416e2a","pom.xml","6","5","6","6","4","2","","6","4","6","6","4","1","","Non-block","4"
"240","protobuf","907a075d7eb83ddfa49c51c77b0292fe4fcafff6","package.xml","6","4","4","5","5","1","","5","3","3","6","6","1","","Non-block","2"
"241","zaproxy","89ef12a19375867a0866681f768a7740bdea342f","OptionsParamCertificate.java","6","5","4","3","5","1","gumtree不好理解；ldiff块移动没有bdiff准确；qwen没有文件","6","4","5","3","3","1","","Block","62"
"242","h2","c7400dc2db20c937b49d60285e8ee03884173ae8","Recover.java","5","6","6","4","1","1","bdiff的块copy识别挺准、但是挺多余，标记新增更好理解；GPT和qwen识别不准；gumtree的diff不好理解；","5","5","5","4","3","4","","Block","66"
"243","jabref","11ca1abcd62a5ab9553632b1f0ad2950533fc28f","JabRefFrame.java","6","6","6","4","1","1","GPT识别不准；qwen没有文件","5","4","5","4","2","1","","Block","54"
"244","spring-cloud-alibaba","bf7aec2fbc2899ba4d6b1f2eb13cb0f299df8d68","pom.xml","6","6","6","6","6","1","qwen识别错误","6","5","5","5","5","2","","Block","7"
"245","pyxel","89d89d324a723e73c24e253bf42372932342fa89","test.py","6","6","6","1","6","1","gumtree识别错误；qwen文件打不开","6","5","5","2","5","1","","Block","4"
"246","pyxel","ad6100b8d293cbadfb06df60daca7df3955db1b8","font.py","6","5","5","5","1","1","GPT和qwen识别错误；","6","5","5","4","4","2","","Block","23"
"247","keras","c224482190b8d4a057f9546753b8331e18a6d953","generic_utils.py","4","4","4","3","4","1","bdiff块移动中部分内容被识别成了删除；GIT只有纯删除和新增、无法体现修改和块移动；GPT简单粗暴识别出了大面积删除&新增；gumtree的diff不好理解；ldiff块移动内容识别存在误差；qwen没有文档","5","4","5","3","3","1","","Block","80"
"248","black","5bc40707afa5fb53bbc2484ed34f69b011b98172","expression.py","5","6","6","1","1","1","bdiff个人感觉块copy没有直接标记新增直观；GPT篡改数据；gumtree识别错误；qwen3打不开","4","5","5","3","3","1","","Block","34"
"249","okhttp","a43db05b64bcd59518f3b34b3e8c61db98597096","pom.xml","4","4","4","2","2","1","该内容和第26行重复","6","4","5","3","3","1","","Block","271"
"250","mall","f603ca624dbf0876d79c796155455f94430c3cb2","CmsTopicMapper.xml","5","6","6","6","1","1","bdiff的块复制范围太大，存在误识别问题；GPT和qwen没有文档","5","4","4","4","1","1","","Block","742"
"251","arthas","cf4968b4e34e0b95fdf5ed8e9d0e3901cdd50332","pom.xml","5","6","6","6","6","1","bdiff识别块copy范围过大；","6","5","5","5","5","4","","Block","22"
"252","elastic-search","7631b1383b2702d0cf844c49e54a2fb3794f3d52","ShardRefreshRequest.java","6","5","4","4","3","1","git修改会识别成删除和新增，没有bdiff显示修改内容直观；GPT识别不准；gumtree左右对照行依赖人为关联、不友好；ldiff把修改识别成了块移动、增加理解成本","6","4","5","4","4","1","","Block","23"
"253","mall","390132d9e855a765cc5acd28b00393b43228300f","OmsOrderMapper.xml","6","6","3","5","1","1","GPT和qwen识别错误；ldiff识别不准","6","4","5","3","2","5","","Block","56"
"254","tensorflow","22f3a97b8b089202f60bb0c7697feb0c8e0713cc","strings.xml","6","6","6","6","6","1","qwen识别错误","6","5","5","5","5","2","","Block","2"
"255","tensorflow","169f88708959de64374ff4c5e7728d9b75d95b4d","fragment_camera2_basic.xml","4","5","5","3","4","1","bdiff块复制识别有误；gunmtree把所有代码都识别成删除&新增；qwen识别错误","5","4","4","2","3","2","","Block","59"
"256","requests","f7abfa8a1426b018b99c9ac3237331b55bf7103c","core.py","6","5","5","3","3","1","GPT识别不准；qwen没有文件；gumtree识别存在错误","6","5","5","4","4","1","","Block","33"
"257","textual","e29bbbe1f57d93c8854daaaa0a51b9626f287b7d","events.py","6","6","6","4","2","1","GPT拆分diff存在错误；gumtree不好理解；qwen识别错误","5","6","6","4","4","5","","Block","15"
"258","mall","f603ca624dbf0876d79c796155455f94430c3cb2","OmsOrderReturnReasonMapper.xml","6","6","6","6","1","1","GPT识别错误lqwen打开没有内容","5","4","4","4","1","1","","Block","384"
"259","ansible","3807824c6d0dae63b9f36dbafe8e100b0a3beaa6","__init__.py","6","5","4","3","4","1","ldiff的块移动识别不准；gumtree的diff比较混乱、存在误差；qwen3打不开","6","4","5","3","4","1","","Block","21"
"260","okhttp","13ce4a09bec4cb9c999f5e45d4cf3d3a90c1c95d","pom.xml","6","5","5","5","5","1","bdiff的块copy很直观；其它场景没有bdiff直观；qwen识别错误","6","5","5","5","5","5","","Block","15"
"261","google-guava","bbab2ce3c162b244119bdc22a990d7b75fdef0af","Sets.java","5","6","5","4","1","1","bdiff的块copy涉及到跨长文本，对照不直观、需要上下拖动对照；GPT识别错误；gumtree对照不直观、看起来很费劲；ldiff修改识别成了块移动；qwen3打不开","5","4","4","3","3","1","","Block","226"
"262","black","6316e293ac30a2837ec20eba289fd28a2a18cf89","pygram.py","5","6","6","3","3","1","bdiff个人感觉块copy没有直接标记新增直观；GPT识别不全；gumtree识别范围过大；","6","5","5","3","5","3","","Block","7"
"263","pyxel","3861523a200da507f36edf478729f4ec7c269775","app.py","6","5","5","3","3","1","GPT识别不准；gumtree不好理解；qwen识别错误","5","4","5","3","4","4","","Block","39"
"264","sa-token","b18b8a07b5cf476c2cee3edc3a3b49aceac6f958","pom.xml","6","6","6","6","6","1","qwen识别错误","6","5","5","5","5","2","","Block","5"
"265","okhttp","76275fc9733168320d9472b8982c7d38956058fb","pom.xml","4","4","4","2","2","1","bdiff块移动的线太细，不好理解；GIT暴力大段识别删除和新增；GPT比GIT更暴力，全文删除和新增；gumtree眼睛看花了、不好理解；qwen没有文件","6","4","5","3","3","1","","Block","271"
"266","killbill","2fe4277032dfaff6876b2284c9ab235192f00b02","TestPlanChangeRules.java","5","4","3","3","1","1","bdiff块复制识别不全；git修改会识别成删除和新增，没有bdiff显示修改内容直观；gumtree的diff不好理解；ldiff的块移动不好理解；GPT和qwen没有文件","5","4","5","3","1","1","","Block","114"
"267","textual","223636d68e36265cfdb2437bba174fdb3fd34521","events.py","6","5","5","3","2","1","GPT把所有内容都识别成了删除和新增；gumtree不好理解；qewn识别错误","6","4","5","4","2","3","","Block","34"
"268","ok-http","57edb21a2a7b53ed9d996c9b7148f7d3bc7fc438","MockWebServer.java","6","6","5","4","3","1","GPT识别不准；qwen没有文件；gumtree不好理解；","6","4","5","3","4","1","","Block","98"
"269","h2","c7400dc2db20c937b49d60285e8ee03884173ae8","Parser.java","6","6","6","2","1","1","GPT识别错误；qwen3没有文档；gumtree识别范围过大","6","5","5","4","5","1","","Block","3"
"270","magisk","3d4b4e04c5c3dfea87cca9a6aa308429ae39e7d4","list_item_module.xml","3","4","3","1","1","1","bdiff和ldiff的块移动和块copy看的眼花；GIT无法识别内容修改；GPT和qwen识别错误；gumtree把识别覆盖全文、识别错误；","5","4","5","3","4","3","","Block","204"
"271","protobuf","cb0ba5f04c2b91b1239212dd40b52463e50cd804","pom.xml","6","5","5","6","1","1","","6","5","6","6","1","2","","Non-block","4"
"272","protobuf","d9d1da95c6a4b95339b23ab22ddbe0611b5fccad","pom.xml","6","5","5","6","5","1","","6","5","6","6","4","1","","Non-block","4"
"273","protobuf","ebcda12102f2beaa630a81f5675854abb44746c1","pom.xml","6","5","5","6","6","1","","6","5","6","6","6","1","","Non-block","2"
"274","sa-token","54ecb04ce0a4f063525bcb9dbc3684ab38fa260a","pom.xml","6","5","4","6","6","1","","6","5","5","5","5","2","","Non-block","2"
"275","sa-token","60e2afe76f97b6922471c6d76f9e9197872d1104","pom.xml","6","6","6","6","6","1","","6","6","6","6","6","2","","Non-block","1"
"276","sa-token","6d26761fd55c656299ec2ca99f709305513273ed","pom.xml","6","5","5","3","4","2","","5","4","5","3","5","2","","Non-block","48"
"277","sa-token","89b1a2a3534fe50577da8e4e40a3ee4f8f9b3634","pom.xml","6","5","6","4","5","1","","6","4","5","3","4","2","","Non-block","8"
"278","sa-token","a4ae818376430789277d1b5ae6d04d795688d277","pom.xml","5","5","5","6","6","1","","6","4","5","5","5","2","","Non-block","9"
"279","sa-token","c8f9aafe37eb52f67e433b5d84e51344f2f43171","pom.xml","6","5","5","6","6","1","","6","5","6","6","6","1","","Non-block","4"
"280","sa-token","cf6632df7946625e08c6f2cf16792fdad260bf54","pom.xml","6","5","6","4","6","2","","6","5","6","5","6","5","","Non-block","4"
"281","sa-token","d01db3442b8f416612d24f7e6c185911e2cfdf27","pom.xml","6","5","5","6","6","1","","6","5","5","6","6","2","","Non-block","4"
"282","spring-cloud-alibaba","52ced1a95694b452fd40ff89fb66463e83f62e9e","pom.xml","6","6","6","6","6","6","","6","6","6","6","6","6","","Non-block","1"
"283","spring-cloud-alibaba","5fbe3e18d7effe58cc7e1a5d272f3210da5fe7a9","pom.xml","4","4","4","6","6","1","","6","5","5","4","4","2","","Non-block","6"
"284","spring-cloud-alibaba","71f42951701eb7aaa57f9683cbe68e5292f82b5c","pom.xml","6","5","5","6","6","1","","6","5","5","6","6","2","","Non-block","2"
"285","spring-cloud-alibaba","8702fe00ae192629cbb1feea778f6e2547856b49","pom.xml","6","5","5","6","6","1","","6","5","5","6","6","2","","Non-block","2"
"286","spring-cloud-alibaba","879e689390b3779ff9014a2d3e8c5e7824c4a1b9","pom.xml","5","5","5","4","6","1","","6","5","5","3","4","2","","Non-block","28"
"287","spring-cloud-alibaba","b4b727f4d87ebf5d859e72d681a8732a61b45549","pom.xml","6","5","5","6","6","1","","6","4","5","5","5","2",,"Non-block","31"
"288","spring-cloud-alibaba","d3d9de02a1bdaca8e3daaa81a558f1995c8cb6c5","pom.xml","6","6","6","6","6","1","","6","6","6","6","6","2","","Non-block","1"
"289","spring-cloud-alibaba","ed7fb738f0e82de4880dd19898cc4bd17dbe839a","pom.xml","5","5","5","6","5","2","","6","5","6","5","5","2","","Non-block","4"
"290","syncthing","4025284fba507bbb03d4fd767b633e5b63d5c261","config.xml","6","5","5","6","6","2","","6","4","4","6","5","3","","Non-block","20"
"291","syncthing","674fc566bb1bb8a7223ac242151594c18f9079e2","overridenvalues.xml","6","6","6","6","6","6","","6","6","6","6","6","6","","Non-block","2"
"292","syncthing","69e385e4cd5660146763d58c063c4f80b553310b","overridenvalues.xml","6","6","6","6","6","1","","6","6","6","6","6","1","","Non-block","1"
"293","syncthing","838670ccbccb6a81318d905be3b4099fc6ed70f7","v5.xml","6","5","5","6","6","5","","6","5","6","6","6","2","","Non-block","2"
"294","syncthing","acd3dab95745bb91e1a1aee56ac8942f3197e859","v2.xml","6","5","5","6","6","1","","6","5","6","6","6","2","","Non-block","2"
"295","syncthing","e7441ff6e8e73e78cf405934626e7e4f533f7a27","config.xml","6","6","6","6","1","1","","6","6","6","6","2","1","","Non-block","1"
"296","tensorflow","2fbc0c5a45955c877e0a165bb561fc2f01518321","AndroidManifest.xml","6","6","6","6","6","1","","6","6","6","6","6","2","","Non-block","1"
"297","tensorflow","7ead916859d32635d6c7e6507ed3fdc9ba4aa4ab","pom.xml","6","5","6","6","6","2","","6","5","6","6","6","2","","Non-block","8"
"298","tensorflow","970bc3564b0f48827a3e724a851aaf480bdf77c8","AndroidManifest.xml","6","5","5","1","5","1","","6","5","5","1","6","2","","Non-block","2"
"299","tensorflow","d9f93c42a50b1f1401d9c186eac0ae8dc9093c3b","verbs_with_0_copies_phase1_protocol.xml","6","6","6","6","1","1","","6","6","6","6","1","1","","Non-block","0"
"300","tensorflow","f69c7569cd9060781244c968e0c86a3ca66d46c6","pom.xml","6","5","5","6","6","1","","6","5","6","6","6","2","","Non-block","2"
