"Id","DiffId","ProjId","Language","ProjName","CommitSha","FileName","FileLengthBefore","FileLengthAfter","nEdits","nDeletes","nInserts","nMoves","nUpdates","EditScript","RunTime1","RunTime2","RunTime3","RunTime4","RunTime5","RunTime6","RunTime7","RunTime8","RunTime9","RunTime10","RunTime"
"1002","526","26","XML","protobuf","5a6c9212170eb2e8c873b09fc38d4e8ba89dcf2b","pom.xml","92","92","1","0","0","0","1","['<update-node tree=xml-text: 3.0.0 [3281,3286] label=3.0.0-beta-4/>']","0.492373","0.413717","0.413109","0.524664","0.43335","0.420647","0.408128","0.412929","0.41422","0.413634","0.413969"
"1003",,"2","Python","black","a970a205bcea73672e85468836b477d3262ee75e","expression.py","325","333","8","0","4","4","0","['<move-tree tree=expression_statement [2635,2644] parent=module [0,8929] at=94/>', '<move-tree tree=expression_statement [2623,2633] parent=module [0,8929] at=94/>', '<move-tree tree=expression_statement [6994,7003] parent=module [0,8929] at=234/>', '<move-tree tree=expression_statement [6982,6992] parent=module [0,8929] at=234/>', '<insert-tree tree=expression_statement [1477,1487] parent=module [0,8929] at=55/>', '<insert-tree tree=expression_statement [2590,2691] parent=module [0,8929] at=89/>', '<insert-tree tree=expression_statement [5911,5920] parent=module [0,8929] at=197/>', '<insert-tree tree=expression_statement [7063,7164] parent=module [0,8929] at=231/>']","2.4848",,,,,,,,,,
"1004","527","26","XML","protobuf","5bf536169edf456f78ac8cecaf1575e0b7e73585","pom.xml","176","173","12","7","3","2","0","['<insert-node tree=plugin [5733,5980] parent=plugins [4604,6193] at=1/>', '<move-tree tree=configuration [4836,5718] parent=plugin [4624,5722] at=1/>', '<insert-tree tree=artifactId [5754,5800] parent=plugin [5733,5980] at=0/>', '<move-tree tree=configuration [5875,6038] parent=plugin [5733,5980] at=1/>', '<insert-tree tree=testIncludes [5512,5673] parent=configuration [4704,5702] at=1/>', '<delete-tree tree=id [4759,4780]/>', '<delete-tree tree=phase [4797,4819]/>', '<delete-node tree=execution [4731,5745]/>', '<delete-tree tree=id [5788,5814]/>', '<delete-tree tree=phase [5831,5858]/>', '<delete-node tree=execution [5760,6065]/>', '<delete-node tree=executions [4704,6091]/>']","0.674686","0.433633","0.433018","0.61943","0.463146","0.445047","0.443322","0.429233","0.429544","0.429933","0.438477"
"1005",,"14","Java","google-guava","bbab2ce3c162b244119bdc22a990d7b75fdef0af","Iterators.java","976","1034","62","7","49","6","0","['<move-tree tree=ImportDeclaration [862,927] parent=CompilationUnit [0,34936] at=18/>', '<move-tree tree=ImportDeclaration [928,992] parent=CompilationUnit [0,34936] at=18/>', '<move-tree tree=ImportDeclaration [993,1055] parent=CompilationUnit [0,34936] at=18/>', '<insert-node tree=MethodDeclaration [23168,24153] parent=TypeDeclaration [1382,34935] at=39/>', '<insert-node tree=MethodDeclaration [26325,27193] parent=TypeDeclaration [1382,34935] at=43/>', '<insert-tree tree=TagElement [1666,1740] parent=Javadoc [1382,1744] at=3/>', '<insert-node tree=Modifier: public [5724,5730] parent=MethodDeclaration [5237,6058] at=1/>', '<insert-tree tree=Javadoc [23168,23819] parent=MethodDeclaration [23168,24153] at=0/>', '<insert-node tree=Modifier: public [23822,23828] parent=MethodDeclaration [23168,24153] at=1/>', '<insert-node tree=Modifier: static [23829,23835] parent=MethodDeclaration [23168,24153] at=2/>', '<insert-tree tree=TypeParameter [23837,23838] parent=MethodDeclaration [23168,24153] at=3/>', '<insert-node tree=PrimitiveType: int [23840,23843] parent=MethodDeclaration [23168,24153] at=4/>', '<insert-node tree=SimpleName: indexOf [23844,23851] parent=MethodDeclaration [23168,24153] at=5/>', '<insert-tree tree=SingleVariableDeclaration [23859,23879] parent=MethodDeclaration [23168,24153] at=6/>', '<insert-tree tree=SingleVariableDeclaration [23881,23911] parent=MethodDeclaration [23168,24153] at=7/>', '<insert-node tree=Block [23913,24153] parent=MethodDeclaration [23168,24153] at=8/>', '<insert-tree tree=Javadoc [26325,26840] parent=MethodDeclaration [26325,27193] at=0/>', '<insert-node tree=Modifier: public [26843,26849] parent=MethodDeclaration [26325,27193] at=1/>', '<insert-node tree=Modifier: static [26850,26856] parent=MethodDeclaration [26325,27193] at=2/>', '<insert-tree tree=TypeParameter [26858,26859] parent=MethodDeclaration [26325,27193] at=3/>', '<insert-tree tree=ParameterizedType [26861,26872] parent=MethodDeclaration [26325,27193] at=4/>', '<insert-node tree=SimpleName: consumingIterator [26873,26890] parent=MethodDeclaration [26325,27193] at=5/>', '<insert-tree tree=SingleVariableDeclaration [26891,26917] parent=MethodDeclaration [26325,27193] at=6/>', '<insert-node tree=Block [26919,27193] parent=MethodDeclaration [26325,27193] at=7/>', '<insert-tree tree=TagElement [5681,5715] parent=Javadoc [5237,5721] at=4/>', '<insert-tree tree=ExpressionStatement [23919,23970] parent=Block [23913,24153] at=0/>', '<insert-tree tree=VariableDeclarationStatement [23975,23985] parent=Block [23913,24153] at=1/>', '<insert-node tree=WhileStatement [23990,24134] parent=Block [23913,24153] at=2/>', '<insert-tree tree=ReturnStatement [24139,24149] parent=Block [23913,24153] at=3/>', '<insert-tree tree=ExpressionStatement [26925,26948] parent=Block [26919,27193] at=0/>', '<insert-node tree=ReturnStatement [26953,27189] parent=Block [26919,27193] at=1/>', '<insert-tree tree=ExpressionStatement [27941,27961] parent=Block [27864,28318] at=0/>', '<insert-tree tree=MethodInvocation [23997,24015] parent=WhileStatement [23990,24134] at=0/>', '<insert-node tree=Block [24017,24134] parent=WhileStatement [23990,24134] at=1/>', '<insert-node tree=ClassInstanceCreation [26960,27188] parent=ReturnStatement [26953,27189] at=0/>', '<insert-tree tree=VariableDeclarationStatement [24025,24053] parent=Block [24017,24134] at=0/>', '<insert-tree tree=IfStatement [24060,24117] parent=Block [24017,24134] at=1/>', '<move-tree tree=ExpressionStatement [26269,26273] parent=Block [24017,24134] at=2/>', '<insert-tree tree=ParameterizedType [26964,26987] parent=ClassInstanceCreation [26960,27188] at=0/>', '<insert-node tree=AnonymousClassDeclaration [26990,27188] parent=ClassInstanceCreation [26960,27188] at=1/>', '<insert-tree tree=MethodDeclaration [26998,27067] parent=AnonymousClassDeclaration [26990,27188] at=0/>', '<insert-node tree=MethodDeclaration [27075,27182] parent=AnonymousClassDeclaration [26990,27188] at=1/>', '<insert-node tree=Modifier: public [27075,27081] parent=MethodDeclaration [27075,27182] at=0/>', '<insert-tree tree=SimpleType [27082,27083] parent=MethodDeclaration [27075,27182] at=1/>', '<insert-node tree=SimpleName: next [27084,27088] parent=MethodDeclaration [27075,27182] at=2/>', '<insert-node tree=Block [27091,27182] parent=MethodDeclaration [27075,27182] at=3/>', '<insert-node tree=VariableDeclarationStatement [27101,27126] parent=Block [27091,27182] at=0/>', '<insert-tree tree=ExpressionStatement [27135,27153] parent=Block [27091,27182] at=1/>', '<insert-tree tree=ReturnStatement [27162,27174] parent=Block [27091,27182] at=2/>', '<insert-node tree=IfStatement [28180,28299] parent=Block [28170,28307] at=0/>', '<move-tree tree=SimpleType [26243,26244] parent=VariableDeclarationStatement [27101,27126] at=0/>', '<insert-tree tree=VariableDeclarationFragment [27103,27125] parent=VariableDeclarationStatement [27101,27126] at=1/>', '<insert-tree tree=InfixExpression [28184,28194] parent=IfStatement [28180,28299] at=0/>', '<insert-tree tree=Block [28196,28236] parent=IfStatement [28180,28299] at=1/>', '<move-tree tree=Block [26345,26402] parent=IfStatement [28180,28299] at=2/>', '<delete-tree tree=VariableDeclarationFragment [26245,26257]/>', '<delete-node tree=VariableDeclarationStatement [26243,26258]/>', '<delete-tree tree=ReturnStatement [26284,26293]/>', '<delete-node tree=Block [26184,26303]/>', '<delete-tree tree=SingleVariableDeclaration [26311,26343]/>', '<delete-node tree=CatchClause [26304,26402]/>', '<delete-node tree=TryStatement [26180,26402]/>']","1.27494",,,,,,,,,,
"1006","2170","2","Python","black","b1075f8b023a6e9f57f19404ee01137fdf5b6994","setup.py","67","68","1","0","1","0","0","['<insert-tree tree=keyword_argument [1513,1549] parent=argument_list [1086,2220] at=11/>']","0.826572","0.699065","0.558418","0.557322","0.585015","0.56452","0.567631","0.556526","0.560942","0.555447","0.562731"
"1007","528","26","XML","protobuf","5c24564811c08772d090305be36fae82d8f12bbe","pom.xml","186","186","1","0","0","0","1","['<update-node tree=xml-text: 2.4.1-pre [493,502] label=2.4.2-pre/>']","0.572844","0.432432","0.429008","0.576794","0.455281","0.449965","0.435454","0.430285","0.437624","0.429184","0.436539"
"1008","1373","14","Java","google-guava","bbab2ce3c162b244119bdc22a990d7b75fdef0af","Joiner.java","341","342","1","0","1","0","0","['<insert-tree tree=TagElement [1730,1804] parent=Javadoc [944,1808] at=2/>']","1.03158","0.796866","0.802374","0.846342","0.78453","0.82394","0.779209","0.780817","0.778847","0.782382","0.790698"
"1009","529","26","XML","protobuf","5d4a8564632cb4d8d138f495e6db1304b400c197","pom.xml","338","328","2","1","0","0","1","['<update-node tree=xml-text: 3.0.0-alpha-4-pre [493,510] label=3.0.0-alpha-3.1/>', '<delete-tree tree=distributionManagement [8872,9274]/>']","0.599024","0.457774","0.456391","0.600644","0.462108","0.50997","0.464587","0.453845","0.462549","0.458142","0.462328"
"1010",,"26","XML","protobuf","5db217305f37a79eeccd70f000088a06ec82fcec","pom.xml","313","299","27","11","14","1","1","['<move-tree tree=arg [6643,6713] parent=exec [3195,6412] at=35/>', '<insert-tree tree=include [9464,9511] parent=includes [9316,11553] at=2/>', '<insert-tree tree=include [9589,9632] parent=includes [9316,11553] at=4/>', '<insert-tree tree=include [9824,9865] parent=includes [9316,11553] at=8/>', '<insert-tree tree=include [10056,10097] parent=includes [9316,11553] at=12/>', '<insert-tree tree=include [10178,10217] parent=includes [9316,11553] at=14/>', '<insert-tree tree=include [10599,10639] parent=includes [9316,11553] at=21/>', '<insert-tree tree=include [10887,10930] parent=includes [9316,11553] at=26/>', '<insert-tree tree=include [10997,11041] parent=includes [9316,11553] at=28/>', '<insert-tree tree=testInclude [11656,11711] parent=testIncludes [11568,12298] at=1/>', '<insert-tree tree=testInclude [11728,11782] parent=testIncludes [11568,12298] at=2/>', '<insert-tree tree=testInclude [11799,11852] parent=testIncludes [11568,12298] at=3/>', '<insert-tree tree=testInclude [11869,11920] parent=testIncludes [11568,12298] at=4/>', '<insert-tree tree=testInclude [12068,12120] parent=testIncludes [11568,12298] at=7/>', '<insert-tree tree=testInclude [12137,12193] parent=testIncludes [11568,12298] at=8/>', '<update-node tree=value: ../src/google/protobuf/unittest_well_known_types.proto [6648,6709] label=src/test/java/com/google/protobuf/map_initialization_order_test.proto/>', '<delete-tree tree=arg [2662,2710]/>', '<delete-tree tree=arg [2729,2777]/>', '<delete-tree tree=arg [2870,2923]/>', '<delete-tree tree=arg [2942,2992]/>', '<delete-tree tree=arg [3011,3066]/>', '<delete-tree tree=arg [3085,3144]/>', '<delete-tree tree=arg [3163,3214]/>', '<delete-tree tree=arg [3233,3287]/>', '<delete-tree tree=arg [3306,3355]/>', '<delete-tree tree=arg [3374,3427]/>', '<delete-tree tree=resources [7912,8704]/>']","0.540129",,,,,,,,,,
"1011","1374","14","Java","google-guava","bbab2ce3c162b244119bdc22a990d7b75fdef0af","LinkedHashMultimap.java","381","382","1","0","1","0","0","['<insert-tree tree=TagElement [2744,2818] parent=Javadoc [1083,2822] at=2/>']","1.01223","0.816472","0.808926","0.831546","0.818092","0.83191","0.78346","0.792297","0.793605","0.806095","0.812699"
"1012","531","26","XML","protobuf","5dea2017db7ca3faa8d9b3702f4c1a9c29602493","pom.xml","118","118","1","0","0","0","1","['<update-node tree=xml-text: 3.0.0-beta-2 [394,406] label=3.0.0-beta-3/>']","0.547247","0.41819","0.413638","0.495943","0.405452","0.442216","0.422739","0.405928","0.406187","0.41108","0.415914"
"1013","532","26","XML","protobuf","633fdfb510e222d52a6ad0669035135cde3cf74f","package.xml","74","74","1","0","0","0","1","['<update-node tree=xml-text: 5.6.0 [2057,2062] label=5.5.37/>']","0.467645","0.406857","0.411544","0.46936","0.40646","0.456972","0.409917","0.406927","0.404726","0.404411","0.408422"
"1014","1375","14","Java","google-guava","bbab2ce3c162b244119bdc22a990d7b75fdef0af","LinkedHashMultiset.java","102","103","1","0","1","0","0","['<insert-tree tree=TagElement [1373,1447] parent=Javadoc [865,1451] at=3/>']","0.850915","0.720329","0.707308","0.769107","0.703551","0.741348","0.697885","0.703838","0.704807","0.706821","0.707065"
"1015","533","26","XML","protobuf","635bd681d8984e25dd3ee98c355b2b43a8d173c7","pom.xml","215","215","1","0","1","0","0","['<insert-tree tree=module [6761,6782] parent=modules [6721,6821] at=1/>']","0.516565","0.431366","0.429639","0.543934","0.434933","0.470207","0.438688","0.434083","0.434154","0.427199","0.434543"
"1016","534","26","XML","protobuf","64678265c5ae28998d031900c2de52419a8ed7e4","pom.xml","84","84","1","0","0","0","1","['<update-node tree=xml-text: 3.0.0-pre [2984,2993] label=3.0.0-alpha-3-pre/>']","0.484537","0.414943","0.474402","0.467123","0.410473","0.444197","0.41543","0.413308","0.412659","0.412156","0.415186"
"1017","1376","14","Java","google-guava","bbab2ce3c162b244119bdc22a990d7b75fdef0af","LinkedListMultimap.java","951","952","1","0","1","0","0","['<insert-tree tree=TagElement [3864,3938] parent=Javadoc [1565,3942] at=2/>']","1.14089","0.945444","0.967421","1.18386","0.941334","1.04822","0.924377","0.911146","0.926559","0.926516","0.943389"
"1018","535","26","XML","protobuf","68996fc874300337ec7349f50d0b1cbb3a6f1bec","pom.xml","173","174","2","0","1","0","1","['<update-node tree=xml-text: 2.1.1-SNAPSHOT [493,507] label=2.2.0-pre/>', '<insert-tree tree=arg [4236,4309] parent=exec [3186,4333] at=13/>']","0.580001","0.43203","0.436884","0.498759","0.49665","0.455908","0.438745","0.428663","0.43068","0.431852","0.437815"
"1019","536","26","XML","protobuf","6cb6bd9f213a7610ff180dbac7226a22a9f71867","pom.xml","115","115","2","0","0","0","2","['<update-node tree=xml-text: 3.0.2 [394,399] label=3.1.0-alpha-1/>', '<update-node tree=xml-text: 2.3 [1015,1018] label=2.7/>']","0.461592","0.41335","0.523513","0.458281","0.433385","0.455614","0.407752","0.410017","0.408539","0.404535","0.423368"
"1020","1377","14","Java","google-guava","bbab2ce3c162b244119bdc22a990d7b75fdef0af","ListMultimap.java","82","83","1","0","1","0","0","['<insert-tree tree=TagElement [1202,1276] parent=Javadoc [795,1280] at=2/>']","0.800443","0.776492","0.679406","0.749895","0.671001","0.695502","0.703037","0.665205","0.681541","0.666815","0.688522"
"1021","537","26","XML","protobuf","6e11540b329c363b614afe9dbfd92d6d1f8ba674","pom.xml","118","118","1","0","0","0","1","['<update-node tree=xml-text: 3.0.0 [394,399] label=3.0.2/>']","0.484166","0.415133","0.448364","0.456106","0.40717","0.479426","0.409667","0.404853","0.41391","0.411573","0.414521"
"1022",,"2","Python","black","b1a7600b0a0691821926a07015f7bc66ca0ae4e9","black.py","1602","1589","169","61","55","49","4","['<insert-node tree=function_definition [36743,37028] parent=module [0,52568] at=71/>', '<move-tree tree=block [6707,7253] parent=function_definition [6297,7031] at=4/>', '<insert-node tree=identifier: make_comment [36747,36759] parent=function_definition [36743,37028] at=0/>', '<insert-tree tree=parameters [36759,36773] parent=function_definition [36743,37028] at=1/>', '<insert-node tree=-&gt;: -&gt; [36774,36776] parent=function_definition [36743,37028] at=2/>', '<insert-tree tree=type [36777,36780] parent=function_definition [36743,37028] at=3/>', '<insert-node tree=block [36787,37028] parent=function_definition [36743,37028] at=4/>', '<move-tree tree=expression_statement [6368,6418] parent=block [6370,7031] at=0/>', '<move-tree tree=expression_statement [6424,6462] parent=block [6370,7031] at=1/>', '<move-tree tree=expression_statement [6468,6485] parent=block [6370,7031] at=2/>', '<move-tree tree=expression_statement [6522,6545] parent=block [6370,7031] at=3/>', '<move-tree tree=expression_statement [6551,6575] parent=block [6370,7031] at=4/>', '<move-tree tree=expression_statement [6581,6609] parent=block [6370,7031] at=5/>', '<move-tree tree=expression_statement [6615,6634] parent=block [6370,7031] at=6/>', '<move-tree tree=expression_statement [6640,6649] parent=block [6370,7031] at=7/>', '<move-tree tree=for_statement [6655,7253] parent=block [6370,7031] at=8/>', '<move-tree tree=return_statement [7552,7571] parent=block [6370,7031] at=9/>', '<move-tree tree=block [24677,25899] parent=class_definition [23131,27828] at=3/>', '<insert-node tree=expression_statement [36158,36173] parent=block [35208,36737] at=1/>', '<insert-node tree=if_statement [36179,36204] parent=block [35208,36737] at=2/>', '<insert-tree tree=expression_statement [36252,36262] parent=block [35208,36737] at=4/>', '<move-tree tree=expression_statement [37382,37408] parent=block [36787,37028] at=0/>', '<insert-tree tree=if_statement [36819,36854] parent=block [36787,37028] at=1/>', '<insert-tree tree=if_statement [36862,36914] parent=block [36787,37028] at=2/>', '<move-tree tree=if_statement [37414,37498] parent=block [36787,37028] at=3/>', '<insert-node tree=return_statement [37008,37028] parent=block [36787,37028] at=4/>', '<move-tree tree=block [6968,7195] parent=for_statement [6626,7006] at=2/>', '<move-tree tree=expression_statement [23675,23909] parent=block [23172,27828] at=0/>', '<move-tree tree=expression_statement [23915,23949] parent=block [23172,27828] at=1/>', '<move-tree tree=function_definition [24010,24607] parent=block [23172,27828] at=2/>', '<move-tree tree=function_definition [24615,25899] parent=block [23172,27828] at=3/>', '<insert-node tree=function_definition [25098,25230] parent=block [23172,27828] at=4/>', '<move-tree tree=function_definition [25907,26399] parent=block [23172,27828] at=5/>', '<move-tree tree=function_definition [26407,26833] parent=block [23172,27828] at=6/>', '<move-tree tree=function_definition [26841,27278] parent=block [23172,27828] at=7/>', '<move-tree tree=function_definition [27286,27689] parent=block [23172,27828] at=8/>', '<move-tree tree=function_definition [27697,27869] parent=block [23172,27828] at=9/>', '<move-tree tree=function_definition [27877,27960] parent=block [23172,27828] at=10/>', '<move-tree tree=function_definition [27968,28101] parent=block [23172,27828] at=11/>', '<move-tree tree=function_definition [28109,28902] parent=block [23172,27828] at=12/>', '<insert-node tree=assignment [36158,36173] parent=expression_statement [36158,36173] at=0/>', '<insert-tree tree=not_operator [36182,36187] parent=if_statement [36179,36204] at=0/>', '<move-tree tree=block [37261,37267] parent=if_statement [36179,36204] at=1/>', '<insert-tree tree=pattern_list [36272,36283] parent=for_statement [36268,36737] at=0/>', '<move-tree tree=binary_operator [37782,37795] parent=return_statement [37008,37028] at=0/>', '<move-tree tree=for_statement [6707,6774] parent=block [6678,7006] at=0/>', '<move-tree tree=expression_statement [6784,6835] parent=block [6678,7006] at=1/>', '<move-tree tree=for_statement [6845,6913] parent=block [6678,7006] at=2/>', '<move-tree tree=block [24717,25851] parent=function_definition [24059,25090] at=4/>', '<insert-node tree=identifier: visit_INDENT [25102,25114] parent=function_definition [25098,25230] at=0/>', '<insert-tree tree=parameters [25114,25132] parent=function_definition [25098,25230] at=1/>', '<insert-node tree=-&gt;: -&gt; [25133,25135] parent=function_definition [25098,25230] at=2/>', '<insert-tree tree=type [25136,25150] parent=function_definition [25098,25230] at=3/>', '<insert-node tree=block [25161,25230] parent=function_definition [25098,25230] at=4/>', '<update-node tree=identifier: visit_suite [25911,25922] label=visit_DEDENT/>', '<insert-node tree=identifier: p [36158,36159] parent=assignment [36158,36173] at=0/>', '<insert-node tree=assignment_operator_literal: = [36160,36161] parent=assignment [36158,36173] at=1/>', '<move-tree tree=attribute [37239,37250] parent=assignment [36158,36173] at=2/>', '<insert-node tree=identifier: p [36226,36227] parent=comparison_operator [36215,36227] at=2/>', '<insert-node tree=identifier: enumerate [36287,36296] parent=call [36287,36311] at=0/>', '<insert-node tree=argument_list [36296,36311] parent=call [36287,36311] at=1/>', '<insert-tree tree=if_statement [36352,36389] parent=block [36322,36737] at=1/>', '<insert-node tree=if_statement [36461,36639] parent=block [36322,36737] at=3/>', '<insert-tree tree=expression_statement [36649,36715] parent=block [36322,36737] at=4/>', '<insert-tree tree=expression_statement [36727,36737] parent=block [36322,36737] at=5/>', '<move-tree tree=comparison_operator [37430,37463] parent=boolean_operator [36923,36968] at=2/>', '<insert-tree tree=expression_statement [21276,21291] parent=block [21276,23113] at=0/>', '<insert-node tree=if_statement [21301,21385] parent=block [21276,23113] at=1/>', '<move-tree tree=expression_statement [25861,25899] parent=block [24121,25090] at=4/>', '<move-tree tree=expression_statement [26263,26287] parent=block [25161,25230] at=0/>', '<insert-tree tree=expression_statement [25195,25230] parent=block [25161,25230] at=1/>', '<insert-node tree=call [36297,36310] parent=argument_list [36296,36311] at=0/>', '<move-tree tree=boolean_operator [37539,37612] parent=if_statement [36461,36639] at=0/>', '<insert-node tree=block [36522,36578] parent=if_statement [36461,36639] at=1/>', '<insert-tree tree=else_clause [36587,36639] parent=if_statement [36461,36639] at=2/>', '<insert-node tree=boolean_operator [21304,21355] parent=if_statement [21301,21385] at=0/>', '<insert-tree tree=block [21370,21385] parent=if_statement [21301,21385] at=1/>', '<move-tree tree=call [24680,24702] parent=if_statement [24121,25042] at=0/>', '<insert-tree tree=attribute [36297,36304] parent=call [36297,36310] at=0/>', '<move-tree tree=argument_list [37802,37808] parent=call [36297,36310] at=1/>', '<insert-tree tree=comparison_operator [36464,36474] parent=boolean_operator [36464,36507] at=0/>', '<update-node tree=logical_operator_literal: or [37581,37583] label=and/>', '<insert-node tree=expression_statement [36522,36550] parent=block [36522,36578] at=0/>', '<insert-node tree=comment:             comment_type = token.COMMENT  # simple trailing comment [36552,36578] parent=block [36522,36578] at=1/>', '<insert-tree tree=if_statement [45466,45513] parent=block [45422,45576] at=1/>', '<move-tree tree=attribute [21531,21554] parent=boolean_operator [21304,21355] at=0/>', '<insert-node tree=logical_operator_literal: and [21328,21331] parent=boolean_operator [21304,21355] at=1/>', '<insert-tree tree=comparison_operator [21332,21355] parent=boolean_operator [21304,21355] at=2/>', '<insert-tree tree=expression_statement [21589,21635] parent=block [21488,21671] at=2/>', '<move-tree tree=expression_statement [24717,24790] parent=block [24161,25042] at=0/>', '<move-tree tree=for_statement [24804,25435] parent=block [24161,25042] at=1/>', '<move-tree tree=expression_statement [25449,25506] parent=block [24161,25042] at=2/>', '<insert-node tree=if_statement [24963,25042] parent=block [24161,25042] at=3/>', '<update-node tree=comparison_operator_literal: == [37594,37596] label=!=/>', '<insert-node tree=assignment [36522,36550] parent=expression_statement [36522,36550] at=0/>', '<move-tree tree=comparison_operator [25523,25550] parent=if_statement [24963,25042] at=0/>', '<insert-node tree=block [25012,25042] parent=if_statement [24963,25042] at=1/>', '<insert-node tree=identifier: comment_type [36522,36534] parent=assignment [36522,36550] at=0/>', '<insert-node tree=assignment_operator_literal: = [36535,36536] parent=assignment [36522,36550] at=1/>', '<move-tree tree=attribute [37710,37723] parent=assignment [36522,36550] at=2/>', '<move-tree tree=expression_statement [25821,25851] parent=block [25012,25042] at=0/>', '<insert-node tree=attribute [21546,21569] parent=call [21546,21575] at=0/>', '<move-tree tree=attribute [22120,22137] parent=attribute [21546,21569] at=0/>', '<insert-node tree=identifier: count [21564,21569] parent=attribute [21546,21569] at=1/>', '<insert-node tree=string: \n [21570,21574] parent=argument_list [21569,21575] at=0/>', '<update-node tree=comment:                     # regular standalone comment, to be processed later (see [25259,25316] label=                    # regular standalone comment/>', '<move-tree tree=block [25631,25754] parent=else_clause [24676,24876] at=2/>', '<insert-tree tree=unary_operator [45437,45439] parent=subscript [45433,45440] at=1/>', '<delete-tree tree=for_statement [6968,7038]/>', '<delete-tree tree=expression_statement [7052,7065]/>', '<delete-tree tree=not_operator [6926,6953]/>', '<delete-tree tree=else_clause [7205,7253]/>', '<delete-node tree=if_statement [6923,7253]/>', '<delete-tree tree=expression_statement [6491,6516]/>', '<delete-tree tree=if_statement [7259,7546]/>', '<delete-node tree=block [6368,7571]/>', '<delete-node tree=comment:             # Dont count standalone comments towards previous empty lines. [21569,21633]/>', '<delete-tree tree=block [21646,21657]/>', '<delete-node tree=if_statement [21528,21657]/>', '<delete-node tree=identifier: int [22108,22111]/>', '<delete-node tree=string: \n [22112,22116]/>', '<delete-node tree=comparison_operator [22112,22137]/>', '<delete-node tree=comment:                     # docstring in `generate_comments()` [25337,25374]/>', '<delete-tree tree=block [25395,25435]/>', '<delete-node tree=identifier: comment [25573,25580]/>', '<delete-tree tree=attribute [25584,25608]/>', '<delete-node tree=for_statement [25569,25754]/>', '<delete-tree tree=expression_statement [25774,25803]/>', '<delete-tree tree=expression_statement [25969,26009]/>', '<delete-tree tree=expression_statement [26019,26049]/>', '<delete-node tree=comment:         # Process newline before indenting.  It might contain an inline [26059,26123]/>', '<delete-node tree=comment:         # comment that should go right after the colon. [26132,26180]/>', '<delete-tree tree=expression_statement [26189,26213]/>', '<delete-tree tree=expression_statement [26223,26253]/>', '<delete-tree tree=for_statement [26299,26363]/>', '<delete-node tree=if_statement [24677,25851]/>', '<delete-tree tree=expression_statement [23955,24002]/>', '<delete-node tree=block [23675,28902]/>', '<delete-node tree=not: not [37235,37238]/>', '<delete-node tree=not_operator [37235,37250]/>', '<delete-node tree=if_statement [37232,37267]/>', '<delete-tree tree=attribute [37289,37300]/>', '<delete-tree tree=expression_statement [37325,37376]/>', '<delete-node tree=identifier: is_standalone_comment [37504,37525]/>', '<delete-node tree=assignment_operator_literal: = [37526,37527]/>', '<delete-node tree=parenthesized_expression [37528,37619]/>', '<delete-node tree=assignment [37504,37619]/>', '<delete-node tree=expression_statement [37504,37619]/>', '<delete-tree tree=not_operator [37628,37653]/>', '<delete-node tree=comment:         # simple trailing comment [37664,37690]/>', '<delete-node tree=yield: yield [37699,37704]/>', '<delete-node tree=identifier: Leaf [37705,37709]/>', '<delete-tree tree=keyword_argument [37725,37744]/>', '<delete-node tree=argument_list [37709,37745]/>', '<delete-node tree=call [37705,37745]/>', '<delete-node tree=yield [37699,37745]/>', '<delete-node tree=expression_statement [37699,37745]/>', '<delete-node tree=return_statement [37755,37761]/>', '<delete-node tree=block [37699,37761]/>', '<delete-node tree=if_statement [37625,37761]/>', '<delete-node tree=identifier: line [37773,37777]/>', '<delete-node tree=parenthesized_expression [37781,37796]/>', '<delete-node tree=identifier: split [37797,37802]/>', '<delete-node tree=attribute [37781,37802]/>', '<delete-tree tree=boolean_operator [37539,37580]/>', '<delete-tree tree=expression_statement [37911,37947]/>', '<delete-node tree=parenthesized_expression [37429,37464]/>', '<delete-node tree=integer: 1 [46296,46297]/>', '<delete-node tree=integer: 0 [46359,46360]/>']","5.57614",,,,,,,,,,
